"","state","account.length","international.plan","voice.mail.plan","number.vmail.messages","total.day.minutes","total.day.calls","total.day.charge.permin","total.eve.minutes","total.eve.calls","total.eve.charge.permin","total.night.minutes","total.night.calls","total.night.charge.permin","total.intl.minutes","total.intl.calls","total.intl.charge.permin","number.customer.service.calls","Churn","decision.prediction","random.prediction","knn.predict","naive.bayes.predict"
"12","TX",1.08584901123272," no"," no",-0.542369810884019,-1.68543336216324,0.53904895268746,0.169957081545064,-0.0406578358404367,0.81328314386254,0.0850202429149798,0.417279198531618,-0.278363264995155,0.0449954504094632,0.0804392701530201,-1.09373050244951,0.27047619047619,-0.456451216166393," False."," False."," False."," False."," False."
"14","ND",0.259321563607853," no"," no",-0.542369810884019,-1.31079449218742,-0.681182784854085,0.169982238010657,-1.75275251631946,0.0263398379259758,0.0850304612706701,-0.448209373561455,1.01229793302811,0.0449943757030371,-1.23279005477104,1.17497905406004,0.269444444444444,1.10116844511117," False."," False."," False."," False."," False."
"15","DE",-0.980469607829445," no"," no",-0.542369810884019,0.517983909189399,-1.15866476910947,0.169995176073324,0.172577656407858,0.236191386175726,0.084992784992785,-1.88244757874426,-0.536495504599807,0.0450092421441774,1.03551514282507,0.607801664932654,0.269767441860465,-0.456451216166393," False."," False."," False."," False."," False."
"16","MN",-0.0506262292514713," no"," no",-0.542369810884019,0.533432934755412,-0.309807908211006,0.170014416146084,-0.214558625635162,0.341117160300602,0.0849894291754757,1.64957007022604,-0.484869056678876,0.0449928469241774,-1.15320039871504,-1.09373050244951,0.27027027027027,-0.456451216166393," False."," False."," False."," False."," False."
"17","KS",2.06735035528725," no"," yes",1.10704576783638,-1.30693223579592,-1.74225386097717,0.170035460992908,0.683928788304252,-0.0261230491364619,0.0849957007738607,-0.0978925705714018,1.01229793302811,0.0450205338809035,1.59264273521709,-0.526553113322119,0.26993006993007,-0.456451216166393," False."," False."," False."," False."," False."
"18","MN",-0.593034866755289," no"," no",-0.542369810884019,0.865586984424697,1.33485225977977,0.169995561473591,0.588697403416664,-1.02291790332278,0.085,1.12821623989379,0.341154110056011,0.0449862367282737,0.557977206489042,-0.526553113322119,0.27008547008547,-0.456451216166393," False."," False."," False."," False."," False."
"19","NC",0.207663598131299," no"," yes",1.33196607402553,-0.21391367700048,0.326834737462844,0.170011806375443,0.847478340611196,0.393580047363039,0.084989604989605,-0.827375795621278,0.754165693423454,0.0449811794228356,1.43346342310508,0.607801664932654,0.26978417266187,1.87997827574995," False."," False."," False."," True."," False."
"21","NV",0.336808511822684," no"," yes",2.08170042798935,-0.372266189052116,2.28981622829055,0.169975186104218,-0.837703122399594,0.183728499113289,0.084978001257071,-0.652217394126251,-0.0718574733114328,0.0450268016676593,1.7518220473291,0.607801664932654,0.270068027210884,-0.456451216166393," False."," False."," False."," False."," False."
"22","CO",0.104347667178191," no"," no",-0.542369810884019,-1.6390862854652,-0.575075677241777,0.169979079497908,-0.661732085107313,0.288654273238164,0.0850238663484487,-0.458512808943516,-0.226736817074224,0.0450084602368866,-0.198124526042993,-1.09373050244951,0.270408163265306,1.10116844511117," False."," False."," False."," False."," False."
"23","TN",-0.153942160204579," no"," yes",1.33196607402553,-1.94420454039397,0.00851341462591868,0.170050125313283,2.36082926132482,1.02313469211229,0.0850127551020408,-1.31988000688377,0.23790121421415,0.0450184501845018,-0.397098666183002,2.30933383231481,0.26989247311828,0.322358614472388," False."," False."," False."," False."," False."
"24","DE",-1.44539129711843," no"," yes",1.78180668640382,-0.186877882259957,0.114620522238227,0.170023419203747,0.700490768284702,0.183728499113289,0.0850042844901457,-0.522394108312291,1.11555082886997,0.0450057405281286,0.279413410293029,-0.526553113322119,0.27,0.322358614472388," False."," False."," False."," False."," False."
"25","OH",-0.748008763184951," no"," no",-0.542369810884019,0.940900984059011,0.645156060299768,0.169982547993019,-0.709347777551106,0.183728499113289,0.0849969751966122,0.732564321222666,-1.00113353588818,0.0450021267545725,-2.02868661533108,0.607801664932654,0.269230769230769,-0.456451216166393," False."," False."," False."," False."," False."
"26","OR",0.491782408252347," no"," yes",2.30662073417849,1.52217057098026,-0.256754354404852,0.16999614346317,0.953060962986565,-1.54754677394715,0.0850162866449511,1.4373193013556,1.32205662055369,0.0450055699962867,-0.436893494211004,-1.66090789157689,0.269565217391304,1.10116844511117," False."," False."," False."," False."," False."
"27","NE",-0.567205884017012," no"," yes",2.53154104036764,0.620333703564236,0.592102506493614,0.169990592662277,-0.556149462731944,-0.183511710323775,0.085002895193978,-0.273050972066429,-1.10438643173004,0.0449812130971551,-0.0787400419589875,0.607801664932654,0.27029702970297,-1.23526104680517," False."," False."," False."," False."," False."
"29","WY",0.440124442775792," yes"," yes",-0.0925291985057276,-0.779734238355716,1.38790581358593,0.170021413276231,-0.862546092370269,-0.0261230491364619,0.0849905003166561,1.02724257314959,-0.175110369153294,0.0449879711307137,-0.0787400419589875,-0.526553113322119,0.27029702970297,-0.456451216166393," False."," False."," False."," False."," False."
"30","MD",-0.773837745923228," no"," no",-0.542369810884019,-0.580828034193295,0.379888291268998,0.17001329787234,-0.011674370874649,1.6002264497991,0.0850251256281407,-1.85153727259808,0.186274766293219,0.0450319051959891,0.796746174657054,-0.526553113322119,0.269918699186992,1.10116844511117," False."," False."," False."," False."," False."
"31","WY",-0.980469607829445," yes"," yes",2.23164729878211,0.18196760312861,1.38790581358593,0.16998420221169,-1.84591365370949,0.341117160300602,0.084963768115942,0.229756674578118,0.805792141344385,0.0449928808732796,-0.476688322239006,0.607801664932654,0.27032967032967,1.10116844511117," False."," False."," False."," False."," False."
"32","AZ",-0.0247972465131942," no"," no",-0.542369810884019,-1.53866761928612,-1.31782543052793,0.170039682539683,0.708771758274927,-0.655677693885713,0.0849871685201027,0.188542933049877,-1.05275998380911,0.0449928126497365,0.916130658741059,-0.526553113322119,0.26984126984127,0.322358614472388," False."," False."," False."," False."," False."
"33","IA",-0.153942160204579," no"," no",-0.542369810884019,-0.818356802270749,1.70622713642285,0.170021723388849,-0.494042037805256,1.44283778861179,0.0849743881616392,-0.141166999176056,1.01229793302811,0.0449922158796056,-0.118534869986989,-0.526553113322119,0.27,1.10116844511117," False."," False."," False."," False."," False."
"34","VT",2.06735035528725," no"," no",-0.542369810884019,-0.0150074728380595,0.698209614105923,0.170005564830273,1.594837687229,-0.498289032698401,0.0849963846710051,-0.615125026750834,0.0830218704513585,0.045020624631703,-0.0787400419589875,1.74215644318743,0.27029702970297,1.10116844511117," False."," False."," False."," False."," False."
"35","KS",-0.205600125681133," no"," yes",1.70683325100744,0.209003397869133,0.273781183656689,0.169994772608468,1.19113942520553,0.446042934425477,0.0849863866199922,-0.450270060637868,-0.536495504599807,0.0450196961170512,0.279413410293029,-1.66090789157689,0.27,-0.456451216166393," False."," False."," False."," False."," False."
"36","MS",-0.67052181497012," no"," no",-0.542369810884019,-0.235156087153748,-1.21171832291563,0.169994058229352,0.265738793797889,1.33791201448692,0.0849811676082863,0.0133845315548501,1.6834417560002,0.045004995004995,0.677361690573048,-0.526553113322119,0.27,0.322358614472388," False."," False."," False."," False."," False."
"37","CA",-0.644692832231843," no"," no",-0.542369810884019,-0.828012443249508,0.751263167912077,0.169985465116279,-0.411232137903006,-1.3376952256974,0.084974958263773,-0.551243727382059,-1.46577156717655,0.0450231481481481,0.160028926209024,-1.09373050244951,0.270093457943925,-0.456451216166393," True."," False."," False."," False."," False."
"39","NE",1.62825764873654," no"," no",-0.542369810884019,-0.275709779264533,1.38790581358593,0.169975932611312,1.65280461716058,-1.18030656451009,0.0850035790980673,-0.382267387116269,-0.743001296283529,0.0450276243093923,1.23448928296507,1.17497905406004,0.270149253731343,-0.456451216166393," False."," False."," False."," False."," False."
"40","CA",0.698414270158563," yes"," no",-0.542369810884019,-0.420544393945908,0.698209614105923,0.170006301197227,-0.908091537316507,1.33791201448692,0.084971098265896,0.957179212551583,0.547659901739732,0.045,-0.795046946463021,-1.66090789157689,0.269879518072289,0.322358614472388," True."," True."," True."," False."," True."
"41","OR",2.48061407909968," no"," no",-0.542369810884019,1.50285928902274,-1.21171832291563,0.169996128532714,2.20349045151054,-0.655677693885713,0.085,0.870630355342276,0.341154110056011,0.0449958643507031,1.31407893902108,0.0406242758052674,0.269852941176471,-0.456451216166393," True."," False."," True."," False."," False."
"42","MT",-0.748008763184951," no"," yes",2.45656760497126,-1.99827612987501,0.379888291268998,0.17,-0.783876687463132,-0.340900371511088,0.0849721706864564,-0.225655169308951,-0.89788064004632,0.0450159066808059,0.876335830713058,1.17497905406004,0.2704,-0.456451216166393," False."," False."," False."," False."," False."
"43","WI",1.111677993971," no"," yes",1.93175355719658,-0.233224958957997,1.49401292119823,0.170011876484561,-0.299438773034968,0.288654273238164,0.0849810913019989,0.421400572684442,-1.10438643173004,0.045,0.279413410293029,0.0406242758052674,0.27,0.322358614472388," False."," False."," False."," False."," False."
"45","OH",0.310979529084407," no"," no",-0.542369810884019,-0.0941837288638773,-0.415915015823314,0.16998861047836,0.764668440708946,1.39037490154935,0.0849894291754757,-0.0958318834949898,0.754165693423454,0.0449974345818368,-0.317509010126999,2.30933383231481,0.270526315789474,-1.23526104680517," False."," False."," False."," False."," False."
"46","ME",-0.722179780446674," no"," no",-0.542369810884019,-0.219707061587735,-2.69721782948794,0.170017740981668,0.418937108617052,-2.01971275750909,0.0849863512283894,-0.124681502564759,0.28952766213508,0.0450129198966408,0.160028926209024,2.30933383231481,0.270093457943925,1.10116844511117," False."," False."," False."," False."," False."
"47","NM",-0.67052181497012," no"," no",-0.542369810884019,0.197416628694623,0.645156060299768,0.17000524383849,0.870251063084315,0.131265612050851,0.0850165562913907,1.61865976407986,-0.226736817074224,0.0449838187702265,-2.34704523955509,-0.526553113322119,0.270454545454545,-0.456451216166393," False."," False."," False."," False."," False."
"48","WV",-0.825495711399782," no"," no",-0.542369810884019,1.14173831641718,1.12263804455516,0.169991652754591,0.636313095860458,0.498505821487914,0.0850195397307859,-0.959259768511651,-0.89788064004632,0.0450326797385621,-0.675662462379016,-0.526553113322119,0.269767441860465,-0.456451216166393," False."," False."," False."," False."," False."
"49","MN",-0.489718935802181," no"," no",-0.542369810884019,-1.14278633915703,0.698209614105923,0.169991755976917,1.72319303207749,0.341117160300602,0.085007072135785,-1.57540520435886,-0.846254192125389,0.045004061738424,-1.15320039871504,0.0406242758052674,0.27027027027027,-0.456451216166393," False."," False."," False."," False."," False."
"50","MI",-0.954640625091168," no"," no",-0.542369810884019,0.539226319342667,0.167674076044381,0.170009596928983,2.61961019851935,-0.235974597386212,0.0850045998160073,0.0484162118538558,-1.36251867133469,0.0450222882615156,-0.0787400419589875,2.30933383231481,0.27029702970297,-0.456451216166393," True."," False."," False."," False."," False."
"51","CO",-0.0247972465131942," yes"," no",-0.542369810884019,0.967936778799535,1.70622713642285,0.169991326973114,1.2780898201029,1.86254088511129,0.0849980864906238,-0.874771598378756,-0.175110369153294,0.0450031826861871,-1.39196936688305,0.0406242758052674,0.270588235294118,-1.23526104680517," False."," False."," True."," False."," False."
"52","HI",-0.902982659614613," no"," no",-0.542369810884019,-1.31272562038317,-0.203700800598698,0.170044444444444,0.240895823827214,-1.7573983221969,0.0849905303030303,0.575952103415348,-0.175110369153294,0.045010989010989,0.319208238321031,2.30933383231481,0.27027027027027,-1.23526104680517," False."," False."," False."," False."," False."
"53","VT",-0.541376901278735," no"," yes",2.15667386338573,-0.159842087519434,-0.575075677241777,0.169976771196283,-0.785946934960688,0.60343159561279,0.0850247524752475,1.23949334202004,0.805792141344385,0.0450134770889488,0.597772034517045,0.0406242758052674,0.270338983050847,0.322358614472388," False."," False."," False."," False."," False."
"55","VT",0.181834615393022," no"," no",-0.542369810884019,-0.246742856328258,-0.309807908211006,0.170005963029219,0.714982500767596,0.131265612050851,0.0850064075181546,-0.615125026750834,1.11555082886997,0.045020624631703,-1.35217453885505,0.607801664932654,0.269565217391304,1.10116844511117," False."," False."," False."," False."," False."
"56","OR",1.57659968325998," no"," no",-0.542369810884019,-0.00728296005505271,0.220727629850535,0.170016657412549,-0.127608230737799,2.49209552986054,0.085005170630817,1.06433494052501,0.496033453818802,0.044984076433121,1.23448928296507,0.607801664932654,0.270149253731343,-1.23526104680517," False."," False."," False."," False."," False."
"57","NM",-0.386403004849073," no"," no",-0.542369810884019,-0.98250269890964,-0.946450553884856,0.169984567901235,-0.204207388147381,0.865746030924978,0.0849762783342119,0.400793701920321,0.960671485107176,0.0450228310502283,-0.198124526042993,0.0406242758052674,0.270408163265306,0.322358614472388," False."," False."," False."," False."," False."
"58","SD",-0.128113177466302," no"," no",-0.542369810884019,0.676336421241035,0.485995398881306,0.170023201856148,0.648734580845796,-1.60000966100959,0.0850151580770896,-1.14266091831233,1.78669465184206,0.0449687716863289,1.15489962690907,0.0406242758052674,0.26969696969697,-1.23526104680517," False."," False."," False."," False."," False."
"59","MD",0.207663598131299," no"," yes",1.10704576783638,0.736201395309336,-0.840343446272548,0.169990850869167,0.92821799301589,-1.60000966100959,0.0849836333878887,-1.38376130625254,-0.0202310253905024,0.0450151057401813,-0.476688322239006,1.17497905406004,0.27032967032967,-0.456451216166393," False."," False."," False."," False."," False."
"60","UT",0.00103173622508282," no"," no",-0.542369810884019,0.606815806193975,-1.79530741478332,0.16998584237848,0.518308988499752,-0.28843748444865,0.0849955476402493,0.689289892618012,-0.94950708796725,0.0450214592274678,-0.158329698014991,-0.526553113322119,0.26969696969697,0.322358614472388," False."," False."," False."," False."," False."
"61","NJ",1.67991561421309," no"," no",-0.542369810884019,-1.90171972008743,-0.203700800598698,0.17,-1.53951702407116,0.131265612050851,0.0849840255591054,-0.582154033528241,0.392780557976941,0.0450087565674256,-0.914431430547027,0.0406242758052674,0.27,-0.456451216166393," False."," False."," False."," False."," False."
"62","MA",1.83488951064275," no"," yes",1.10704576783638,-0.605932700738067,0.220727629850535,0.170020120724346,0.158085923924964,-0.498289032698401,0.0849903474903475,1.35695250537553,-0.381616160837015,0.0449886963074604,0.438592722405037,1.74215644318743,0.270175438596491,0.322358614472388," False."," False."," False."," False."," False."
"63","NV",0.336808511822684," no"," no",-0.542369810884019,2.39697164365576,-2.27278939903871,0.169993434011819,-0.868756834862938,0.0263398379259758,0.0850253807106599,-0.2338979176146,0.857418589265315,0.0450053134962806,0.836541002685056,-1.66090789157689,0.270161290322581,-0.456451216166393," True."," True."," True."," False."," True."
"64","TN",1.67991561421309," no"," no",-0.542369810884019,1.87749815899857,1.01653093694285,0.170003601008282,-1.74447152632923,-0.498289032698401,0.0849956634865568,-0.602760904292361,-0.484869056678876,0.0449794480328831,0.0406444421250184,2.30933383231481,0.270192307692308,-1.23526104680517," False."," True."," True."," False."," False."
"65","ME",-1.05795655604428," no"," no",-0.542369810884019,-0.488133880797216,0.00851341462591868,0.169974226804124,0.300933001256345,-0.131048823261337,0.085007006071929,0.854144858730979,-1.82715670262307,0.0450207468879668,-1.11340557068704,1.74215644318743,0.270666666666667,-0.456451216166393," False."," False."," False."," False."," False."
"66","AL",0.491782408252347," no"," no",-0.542369810884019,0.348044627963253,-1.26477187672178,0.170025188916877,-0.409161890405449,-0.445826145635963,0.0849833147942158,0.711957450458545,1.01229793302811,0.0449807774455361,0.120234098181022,1.17497905406004,0.269811320754717,-1.23526104680517," False."," False."," False."," False."," False."
"67","LA",-0.334745039372519," no"," no",-0.542369810884019,0.552744216712928,-2.21973584523256,0.170014347202296,-1.83970291121682,0.550968708550352,0.0850045167118338,-1.77735253784725,0.702539245502524,0.0450132391879965,0.995720314797063,0.0406242758052674,0.2703125,-0.456451216166393," False."," False."," False."," False."," False."
"69","FL",2.37729814814657," no"," no",-0.542369810884019,0.301697551265213,-0.203700800598698,0.170015298317185,0.594908145909333,-0.655677693885713,0.0850197109067017,0.907722722717693,-0.226736817074224,0.044991789819376,-1.07361074265903,-0.526553113322119,0.269736842105263,1.10116844511117," False."," False."," False."," False."," False."
"70","FL",-1.52287824533326," no"," no",-0.542369810884019,-1.13699295456977,0.00851341462591868,0.169983552631579,1.40851541244894,-0.0785859361988995,0.0850149476831091,-2.05760598023929,-0.588121952520737,0.0450351053159478,-1.27258488279904,-1.09373050244951,0.270422535211268,-0.456451216166393," False."," False."," False."," False."," False."
"72","ID",-0.696350797708397," no"," no",-0.542369810884019,0.610678062585478,0.804316721718231,0.17001414427157,0.752246955723609,-0.498289032698401,0.0849936413734633,0.167936062285756,1.83832109976299,0.0450168512277323,0.398797894377035,0.607801664932654,0.269911504424779,1.87997827574995," False."," False."," False."," False."," True."
"73","WY",0.414295460037515," no"," no",-0.542369810884019,-0.0420432675785822,-0.681182784854085,0.169994391475042,-0.477480057824806,-0.0785859361988995,0.084985835694051,-0.256565475455132,-0.846254192125389,0.0450026723677178,1.39366859507708,-1.09373050244951,0.270289855072464,-0.456451216166393," False."," False."," False."," False."," False."
"74","NE",0.956704097541333," no"," no",-0.542369810884019,0.0255462192727258,-0.36286146201716,0.17002200220022,-0.827351884911813,-1.96724987044665,0.0850250626566416,0.67692577015954,-1.10438643173004,0.0450086058519793,-1.31237971082705,1.17497905406004,0.27,-1.23526104680517," False."," False."," False."," False."," False."
"75","CO",-0.128113177466302," no"," no",-0.542369810884019,-1.15630423652729,0.273781183656689,0.169983416252073,0.122891716466507,-0.28843748444865,0.0850121654501216,-0.351357080970088,0.392780557976941,0.044986301369863,-0.277714182098997,1.17497905406004,0.269791666666667,0.322358614472388," False."," False."," False."," False."," False."
"77","WV",-0.877153676876336," no"," no",-0.542369810884019,-0.383852958226626,0.592102506493614,0.169987546699875,-0.572711442712393,-0.183511710323775,0.0849912739965096,-1.94426819103663,-2.24016828599051,0.0449619771863118,-1.19299522674304,-1.09373050244951,0.26986301369863,-1.23526104680517," True."," False."," False."," False."," False."
"78","AZ",-0.567205884017012," no"," yes",0.357311413872564,-1.58501469598416,0.0615669684320728,0.170020325203252,-0.249752833093618,0.970671805049853,0.0850133333333333,-0.464694870172752,-1.62065091093935,0.0450282485875706,1.91100135944111,-0.526553113322119,0.270198675496689,-0.456451216166393," False."," False."," False."," False."," False."
"79","KS",0.362637494560961," no"," no",-0.542369810884019,-1.38031510723448,1.44095936739208,0.17,0.271949536290557,0.288654273238164,0.0850023507287259,0.180300184744229,-0.381616160837015,0.0449831973115698,-0.954226258575028,-0.526553113322119,0.269620253164557,-0.456451216166393," False."," False."," False."," False."," False."
"80","NJ",0.388466477299238," yes"," no",-0.542369810884019,-1.12154392900376,-0.0445401391802355,0.170016339869281,0.501747008519302,0.81328314386254,0.0849865951742627,1.40022693398018,2.50946492273509,0.0450093457943925,0.518182378461041,0.607801664932654,0.269827586206897,1.10116844511117," False."," False."," False."," True."," True."
"81","SD",1.00836206301789," no"," no",-0.542369810884019,-0.694764597742643,1.069584490749,0.170034602076125,-0.667942827599981,-0.603214806823276,0.084997011356844,-0.503847924624582,-1.2076393275719,0.0450028555111365,-1.67053316307906,0.0406242758052674,0.270491803278689,2.65878810638873," True."," True."," True."," True."," True."
"82","ND",0.775901218373394," no"," no",-0.542369810884019,-1.50583843995834,-0.628129231047931,0.170048780487805,-0.462988325341912,-0.183511710323775,0.0849887133182844,0.545041797269167,1.01229793302811,0.045,-0.635867634351014,0.607801664932654,0.270114942528736,-0.456451216166393," False."," False."," False."," False."," False."
"83","SC",-0.360574022110796," no"," no",-0.542369810884019,1.80797754395151,1.069584490749,0.170010944910617,-1.14824024703303,1.1805233532996,0.0850104094378904,1.41465174351506,0.0313954225304281,0.0450037285607755,-0.158329698014991,0.607801664932654,0.26969696969697,0.322358614472388," False."," True."," True."," False."," False."
"84","ID",1.08584901123272," no"," no",-0.542369810884019,0.243763705392663,-0.893397000078702,0.170015535991714,1.25738734512733,0.341117160300602,0.0850172877449097,0.860326919960215,-0.329989712916085,0.0450062163282221,1.19469445493707,0.607801664932654,0.269924812030075,0.322358614472388," False."," False."," False."," False."," False."
"85","TX",0.207663598131299," no"," no",-0.542369810884019,0.0448575012302424,-0.150647246792544,0.170021881838074,-0.121397488245131,-0.393363258573525,0.0849767681982447,0.411097137302382,0.702539245502524,0.0450113895216401,-1.03381591463103,-1.09373050244951,0.27012987012987,0.322358614472388," False."," False."," False."," False."," False."
"87","TN",1.00836206301789," no"," no",-0.542369810884019,-2.02144966822403,0.432941845075152,0.170052770448549,1.18699893021042,-0.131048823261337,0.0850136239782016,0.0999333887641578,0.960671485107176,0.0450097847358121,0.0804392701530201,-0.526553113322119,0.27047619047619,0.322358614472388," False."," False."," False."," False."," False."
"88","TN",1.62825764873654," no"," no",-0.542369810884019,0.338388986984494,-0.468968569629469,0.17,-0.272525555566737,0.0788027249884134,0.0849785407725322,0.404915076073145,-0.484869056678876,0.0449817518248175,-0.397098666183002,-1.09373050244951,0.26989247311828,-0.456451216166393," False."," False."," False."," False."," False."
"89","DE",0.569269356467178," no"," no",-0.542369810884019,1.40437175103941,-0.203700800598698,0.16998420221169,0.232614833836989,-0.760603468010589,0.0850094876660342,1.11997349158814,-0.94950708796725,0.0450177235131942,-0.317509010126999,0.0406242758052674,0.270526315789474,2.65878810638873," True."," False."," False."," False."," True."
"90","TN",2.29981119993174," no"," yes",1.33196607402553,0.375080422703776,-1.84836096858948,0.169984992496248,-1.34491375930088,0.498505821487914,0.0849925705794948,0.223574613348883,-1.10438643173004,0.0450095057034221,0.557977206489042,1.17497905406004,0.27008547008547,1.10116844511117," False."," False."," False."," False."," False."
"91","OR",0.104347667178191," no"," yes",1.33196607402553,0.13562052643057,0.326834737462844,0.170026666666667,1.50581704483408,-0.655677693885713,0.0850165258905619,0.347215837933607,-0.433242608757946,0.0450092421441774,0.557977206489042,-1.09373050244951,0.27008547008547,0.322358614472388," False."," False."," False."," False."," False."
"92","IA",-0.41223198758735," no"," no",-0.542369810884019,0.0603065267962553,0.645156060299768,0.169989106753813,2.15173426407164,-0.655677693885713,0.08500823723229,-0.200926924392006,0.805792141344385,0.0449947312961012,0.000849614097016632,1.17497905406004,0.269902912621359,-1.23526104680517," False."," False."," False."," False."," False."
"93","MI",0.0526897017016369," no"," yes",1.03207233244,-1.82254346406161,-0.203700800598698,0.170034843205575,-0.200066893152268,1.33791201448692,0.0849921011058452,0.0360520893953834,0.702539245502524,0.0450074515648286,0.557977206489042,0.0406242758052674,0.27008547008547,-1.23526104680517," False."," False."," False."," False."," False."
"94","AR",-1.3679043489036," no"," no",-0.542369810884019,-1.03657428839069,-0.840343446272548,0.170031545741325,-0.864616339867825,-0.0261230491364619,0.0849809885931559,-0.850043353461811,-0.123483921232363,0.0449778900821226,0.279413410293029,0.0406242758052674,0.27,1.10116844511117," False."," False."," False."," False."," False."
"95","TN",0.414295460037515," no"," no",-0.542369810884019,-1.39383300460474,-0.203700800598698,0.169990766389658,-0.647240352624418,0.183728499113289,0.0850267379679144,-0.957199081435239,0.496033453818802,0.0450032658393207,-0.476688322239006,-1.09373050244951,0.27032967032967,-0.456451216166393," False."," False."," False."," False."," False."
"96","WV",-1.41956231438015," yes"," no",-0.542369810884019,-0.385784086422378,-0.36286146201716,0.170031152647975,0.750176708226052,1.07559757917473,0.0849872773536896,-1.80826284399343,-0.226736817074224,0.0449910554561717,1.39366859507708,0.607801664932654,0.270289855072464,-0.456451216166393," True."," True."," True."," False."," False."
"97","IL",0.130176649916468," no"," no",-0.542369810884019,-0.640693008261596,-0.946450553884856,0.169993211133741,-0.852194854882488,-0.655677693885713,0.0849747474747475,-0.118499441335523,0.186274766293219,0.0449948400412797,0.279413410293029,-0.526553113322119,0.27,0.322358614472388," False."," False."," False."," False."," False."
"98","DE",-1.05795655604428," no"," no",-0.542369810884019,-0.296952189417801,-0.415915015823314,0.170018170805572,0.853689083103865,-2.33449007988372,0.0850083056478405,1.59599220623933,0.0313954225304281,0.0450180505415162,-0.317509010126999,-0.526553113322119,0.270526315789474,0.322358614472388," False."," False."," False."," False."," False."
"100","IA",-0.618863849493566," no"," no",-0.542369810884019,-0.466891470643947,0.167674076044381,0.169993602047345,1.52237902481454,0.918208917987415,0.0849871841816184,0.334851715475135,0.702539245502524,0.0449953660797034,-0.516483150267008,0.0406242758052674,0.27,1.10116844511117," False."," False."," False."," False."," False."
